epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,1875.65,1.0155,0.73906,1.05254,0.94192,0.91673,0.95505,0.79828,0.7214,0.49185,0.9312,0.008218,0.008218,0.008218
182,1885.93,1.01606,0.75083,1.05218,0.95795,0.91207,0.95776,0.8078,0.72133,0.46987,0.94156,0.0082081,0.0082081,0.0082081
183,1897.63,0.99167,0.7367,1.0558,0.91826,0.86022,0.94634,0.78485,0.7188,0.47523,0.93331,0.0081982,0.0081982,0.0081982
184,1906.96,0.99975,0.73888,1.05125,0.97694,0.89449,0.94934,0.78804,0.7661,0.48089,0.95367,0.0081883,0.0081883,0.0081883
185,1917.69,0.98545,0.73157,1.05069,0.91002,0.92726,0.96061,0.78592,0.77444,0.48455,0.96132,0.0081784,0.0081784,0.0081784
186,1929.34,1.00407,0.75686,1.0575,0.88781,0.94411,0.94931,0.7764,0.80856,0.52824,0.97478,0.0081685,0.0081685,0.0081685
187,1938.31,1.01156,0.74601,1.06069,0.9774,0.90694,0.95749,0.79486,0.76366,0.49732,0.94601,0.0081586,0.0081586,0.0081586
188,1949.64,0.99835,0.73384,1.04607,0.98819,0.91804,0.96998,0.80429,0.75096,0.43882,0.94486,0.0081487,0.0081487,0.0081487
189,1960.32,0.98668,0.72621,1.04902,0.96624,0.92756,0.95572,0.81043,0.71211,0.4553,0.92655,0.0081388,0.0081388,0.0081388
190,1969.55,1.01239,0.73974,1.05277,0.96551,0.89947,0.9532,0.8048,0.71241,0.46485,0.9342,0.0081289,0.0081289,0.0081289
191,1980.78,0.98275,0.72497,1.04786,0.99062,0.91526,0.97031,0.81316,0.72276,0.4501,0.92719,0.008119,0.008119,0.008119
192,1991.25,0.9569,0.71513,1.04558,0.93745,0.94941,0.97249,0.8214,0.72942,0.46841,0.92714,0.0081091,0.0081091,0.0081091
193,2000.81,1.00063,0.72837,1.0475,0.94297,0.93368,0.96888,0.8077,0.7217,0.45765,0.93048,0.0080992,0.0080992,0.0080992
194,2012.22,0.98763,0.70591,1.0419,0.90462,0.85733,0.93306,0.77911,0.73961,0.48387,0.94109,0.0080893,0.0080893,0.0080893
195,2022.02,0.97365,0.71467,1.03948,0.8381,0.92644,0.95642,0.77174,0.74896,0.4797,0.93756,0.0080794,0.0080794,0.0080794
196,2032.12,0.9843,0.72513,1.04344,0.97978,0.90657,0.97179,0.80693,0.72066,0.44361,0.93158,0.0080695,0.0080695,0.0080695
197,2043.06,0.99909,0.72301,1.04208,0.96174,0.92963,0.95151,0.81224,0.72122,0.46103,0.92944,0.0080596,0.0080596,0.0080596
198,2052.58,0.96244,0.70495,1.04279,0.94713,0.85918,0.93754,0.80302,0.72836,0.46175,0.9299,0.0080497,0.0080497,0.0080497
199,2063.44,0.99276,0.72057,1.04695,0.96718,0.84239,0.92822,0.77054,0.6704,0.487,0.92055,0.0080398,0.0080398,0.0080398
200,2074.76,1.00107,0.72479,1.04833,0.98722,0.82695,0.95344,0.80668,0.64445,0.43472,0.91341,0.0080299,0.0080299,0.0080299
201,2083.89,0.98493,0.71603,1.03689,0.91185,0.85703,0.93539,0.78236,0.65946,0.51568,0.91233,0.00802,0.00802,0.00802
202,2094.83,0.97012,0.7047,1.04067,0.93942,0.88145,0.96387,0.80969,0.69446,0.45602,0.93066,0.0080101,0.0080101,0.0080101
203,2105.96,0.98358,0.71448,1.04864,0.98599,0.89676,0.95941,0.81591,0.67999,0.43978,0.92614,0.0080002,0.0080002,0.0080002
204,2115.04,0.9913,0.72913,1.04975,0.95794,0.87399,0.94676,0.81242,0.70294,0.43595,0.93403,0.0079903,0.0079903,0.0079903
205,2126.07,0.98326,0.73325,1.04293,0.95426,0.87399,0.95728,0.79277,0.67935,0.43307,0.92995,0.0079804,0.0079804,0.0079804
206,2137.41,0.98032,0.72654,1.04768,0.99227,0.90147,0.96838,0.80869,0.71419,0.45241,0.93159,0.0079705,0.0079705,0.0079705
207,2146.39,0.98325,0.70483,1.0406,0.96382,0.93069,0.96834,0.81462,0.69333,0.43865,0.92282,0.0079606,0.0079606,0.0079606
208,2157.7,0.9958,0.71219,1.04905,0.94372,0.93353,0.96696,0.82075,0.65894,0.43653,0.91392,0.0079507,0.0079507,0.0079507
209,2168.64,0.99022,0.72688,1.04647,0.96263,0.92617,0.96085,0.79683,0.70098,0.44812,0.93085,0.0079408,0.0079408,0.0079408
210,2177.86,0.95669,0.70864,1.04352,0.94751,0.87399,0.94995,0.82366,0.66644,0.44845,0.90716,0.0079309,0.0079309,0.0079309
211,2189.31,0.98311,0.70383,1.03508,0.98055,0.9048,0.97002,0.83818,0.61273,0.42935,0.89511,0.007921,0.007921,0.007921
212,2199.51,0.98588,0.72944,1.04643,0.93862,0.867,0.95063,0.81904,0.65205,0.45205,0.90543,0.0079111,0.0079111,0.0079111
213,2209.75,0.97426,0.71582,1.03805,0.94819,0.87244,0.95059,0.809,0.65334,0.45142,0.91093,0.0079012,0.0079012,0.0079012
214,2221.32,0.97964,0.71028,1.04081,0.89851,0.83333,0.94681,0.80062,0.68085,0.50103,0.92313,0.0078913,0.0078913,0.0078913
215,2230.42,0.95238,0.68678,1.03346,0.94112,0.87399,0.95373,0.82376,0.67552,0.4448,0.90782,0.0078814,0.0078814,0.0078814
216,2241.78,1.00256,0.71819,1.03723,0.96051,0.90912,0.95562,0.82748,0.64643,0.44712,0.90446,0.0078715,0.0078715,0.0078715
217,2252.63,0.9731,0.70677,1.0464,0.95001,0.85927,0.94069,0.80834,0.70417,0.45106,0.90926,0.0078616,0.0078616,0.0078616
218,2261.47,0.98041,0.71559,1.03973,0.97458,0.9087,0.9616,0.81599,0.69105,0.46909,0.91708,0.0078517,0.0078517,0.0078517
219,2272.47,0.96196,0.68814,1.03321,0.94413,0.86975,0.95106,0.81095,0.67192,0.46717,0.91309,0.0078418,0.0078418,0.0078418
220,2283.86,0.9511,0.68695,1.03309,0.91692,0.94619,0.96724,0.82247,0.67508,0.46738,0.91435,0.0078319,0.0078319,0.0078319
221,2292.76,0.96327,0.69918,1.03978,0.97388,0.90831,0.97483,0.83474,0.65994,0.43029,0.9101,0.007822,0.007822,0.007822
222,2303.86,0.97233,0.70975,1.04204,0.94487,0.87702,0.96334,0.81164,0.69438,0.44483,0.92269,0.0078121,0.0078121,0.0078121
223,2315.1,0.97021,0.70434,1.03579,0.94492,0.87102,0.95687,0.80499,0.70772,0.44069,0.92823,0.0078022,0.0078022,0.0078022
224,2324.12,0.98908,0.69053,1.03619,0.95343,0.87229,0.93706,0.78837,0.69286,0.44053,0.93131,0.0077923,0.0077923,0.0077923
225,2335.75,0.97105,0.69847,1.03796,0.96054,0.93176,0.97398,0.81148,0.71352,0.43117,0.93721,0.0077824,0.0077824,0.0077824
226,2345.88,1.00706,0.71279,1.03992,0.97334,0.90562,0.97258,0.8169,0.68497,0.42364,0.93012,0.0077725,0.0077725,0.0077725
227,2355.91,0.95828,0.68862,1.03096,0.95344,0.94934,0.97893,0.82023,0.68028,0.41886,0.92914,0.0077626,0.0077626,0.0077626
228,2367.3,0.96287,0.70309,1.04114,0.94412,0.86466,0.96214,0.81803,0.67679,0.42185,0.91896,0.0077527,0.0077527,0.0077527
229,2377,0.96145,0.69338,1.03281,0.95944,0.87978,0.95678,0.8081,0.67264,0.43973,0.93361,0.0077428,0.0077428,0.0077428
230,2387.76,0.96427,0.70236,1.04042,0.95534,0.93903,0.9699,0.82355,0.6782,0.44621,0.91555,0.0077329,0.0077329,0.0077329
231,2399.49,0.95473,0.69271,1.0304,0.99183,0.90634,0.97863,0.8203,0.67047,0.43671,0.91291,0.007723,0.007723,0.007723
232,2408.38,0.96791,0.70883,1.04224,0.98921,0.91876,0.98687,0.81155,0.71288,0.43157,0.92746,0.0077131,0.0077131,0.0077131
233,2419.45,1.0006,0.71679,1.04451,0.99136,0.90658,0.9836,0.80923,0.68548,0.41938,0.92035,0.0077032,0.0077032,0.0077032
234,2430.85,0.97885,0.69042,1.03947,0.97467,0.91319,0.9715,0.80605,0.685,0.42197,0.91424,0.0076933,0.0076933,0.0076933
235,2439.7,0.97687,0.70446,1.03405,0.9793,0.91812,0.97595,0.82389,0.67297,0.43203,0.90699,0.0076834,0.0076834,0.0076834
236,2450.6,0.98858,0.71657,1.03787,0.95912,0.86314,0.96666,0.79332,0.68088,0.44142,0.92763,0.0076735,0.0076735,0.0076735
237,2461.65,0.94484,0.68692,1.04015,0.97654,0.85896,0.96373,0.80664,0.66118,0.43438,0.90768,0.0076636,0.0076636,0.0076636
238,2470.99,0.97689,0.71022,1.04222,0.97396,0.90394,0.9603,0.81687,0.71488,0.44727,0.932,0.0076537,0.0076537,0.0076537
239,2482.36,0.97048,0.71099,1.0328,0.96064,0.94621,0.95968,0.813,0.72059,0.45423,0.93271,0.0076438,0.0076438,0.0076438
240,2492.37,0.94716,0.68232,1.02639,0.98773,0.91461,0.96404,0.82471,0.69146,0.42612,0.91593,0.0076339,0.0076339,0.0076339
241,2502.37,0.95237,0.69896,1.02364,0.97636,0.91694,0.95865,0.82378,0.69289,0.45039,0.91878,0.007624,0.007624,0.007624
242,2514.01,0.98058,0.69696,1.03873,0.9673,0.93615,0.96793,0.81731,0.69803,0.43611,0.91811,0.0076141,0.0076141,0.0076141
243,2523.18,0.97108,0.69351,1.03847,0.98602,0.91249,0.96968,0.8134,0.67779,0.43414,0.91513,0.0076042,0.0076042,0.0076042
244,2533.98,0.96113,0.69022,1.03069,0.9624,0.87399,0.9313,0.79386,0.67861,0.44617,0.91594,0.0075943,0.0075943,0.0075943
245,2545.42,0.94759,0.69632,1.03485,0.99325,0.90939,0.9725,0.82133,0.68179,0.41299,0.92351,0.0075844,0.0075844,0.0075844
246,2554.36,0.95005,0.68814,1.03224,0.991,0.89881,0.97539,0.83328,0.68896,0.42707,0.92892,0.0075745,0.0075745,0.0075745
247,2565.5,0.95555,0.68268,1.02541,0.97485,0.89716,0.97275,0.82321,0.71335,0.43722,0.931,0.0075646,0.0075646,0.0075646
248,2576.8,0.97533,0.7046,1.04066,0.95822,0.93567,0.9767,0.81246,0.69293,0.42701,0.91164,0.0075547,0.0075547,0.0075547
249,2585.72,0.97157,0.69674,1.0277,0.98804,0.91573,0.96753,0.80908,0.67916,0.41761,0.91827,0.0075448,0.0075448,0.0075448
250,2596.76,0.9796,0.70793,1.03974,0.8663,0.93068,0.94343,0.79535,0.64217,0.41175,0.91528,0.0075349,0.0075349,0.0075349
251,2607.98,0.96109,0.68575,1.03273,0.96505,0.91827,0.97184,0.82829,0.64499,0.38787,0.90894,0.007525,0.007525,0.007525
252,2617.22,0.95526,0.67916,1.02765,0.97427,0.84887,0.96853,0.84296,0.61605,0.39239,0.90239,0.0075151,0.0075151,0.0075151
253,2628.45,0.94192,0.68278,1.01679,0.95767,0.86699,0.95918,0.819,0.63807,0.39748,0.9029,0.0075052,0.0075052,0.0075052
254,2638.91,0.95292,0.68073,1.03066,0.97838,0.89799,0.96728,0.82265,0.64878,0.3974,0.90252,0.0074953,0.0074953,0.0074953
255,2648.46,0.97823,0.69122,1.02611,0.95651,0.9254,0.96567,0.80974,0.63537,0.39996,0.9023,0.0074854,0.0074854,0.0074854
256,2659.81,0.92224,0.67203,1.02525,0.89206,0.94066,0.96755,0.82806,0.63662,0.42916,0.91294,0.0074755,0.0074755,0.0074755
257,2669.61,0.9449,0.68497,1.03345,0.94232,0.93416,0.97345,0.80747,0.66767,0.41454,0.92157,0.0074656,0.0074656,0.0074656
258,2679.55,0.92907,0.67081,1.02407,0.99123,0.90676,0.969,0.83971,0.64584,0.40283,0.9133,0.0074557,0.0074557,0.0074557
259,2690.95,0.94586,0.68033,1.02713,0.95599,0.94503,0.97962,0.85056,0.63136,0.41008,0.90566,0.0074458,0.0074458,0.0074458
260,2700.61,0.94243,0.68468,1.03289,0.95821,0.87399,0.96446,0.80679,0.659,0.42397,0.91479,0.0074359,0.0074359,0.0074359
261,2711.41,0.93754,0.68553,1.02846,0.95935,0.86807,0.95323,0.82476,0.66255,0.44237,0.9051,0.007426,0.007426,0.007426
262,2723.02,0.95405,0.6865,1.02732,0.95195,0.87399,0.94319,0.83157,0.64286,0.4364,0.89743,0.0074161,0.0074161,0.0074161
263,2732.05,0.95593,0.68215,1.03419,0.97526,0.92864,0.97522,0.81667,0.656,0.41376,0.90277,0.0074062,0.0074062,0.0074062
264,2743.1,0.94214,0.67537,1.02922,0.99033,0.91293,0.9729,0.81215,0.68108,0.43015,0.91679,0.0073963,0.0073963,0.0073963
265,2754.42,0.9396,0.68076,1.03385,0.99043,0.89469,0.9737,0.83789,0.66294,0.43657,0.92626,0.0073864,0.0073864,0.0073864
266,2763.35,0.94915,0.67342,1.03086,0.94908,0.91469,0.96636,0.82979,0.68043,0.42469,0.92878,0.0073765,0.0073765,0.0073765
267,2774.4,0.95015,0.67239,1.0353,0.95974,0.92395,0.95262,0.81011,0.68763,0.4181,0.92255,0.0073666,0.0073666,0.0073666
268,2785.74,0.95145,0.68091,1.02825,0.95852,0.93337,0.97421,0.81799,0.66826,0.41735,0.91294,0.0073567,0.0073567,0.0073567
269,2794.74,0.95867,0.68365,1.02711,0.96779,0.92498,0.97486,0.83297,0.6651,0.41734,0.90616,0.0073468,0.0073468,0.0073468
270,2805.54,0.93556,0.67953,1.02936,0.961,0.9459,0.96985,0.82986,0.63836,0.4117,0.90452,0.0073369,0.0073369,0.0073369
271,2816.65,0.97765,0.6794,1.02629,0.96231,0.94753,0.97588,0.80855,0.64849,0.42102,0.90896,0.007327,0.007327,0.007327
272,2825.68,0.94336,0.66806,1.01975,0.97331,0.9125,0.96339,0.81957,0.62696,0.43093,0.91362,0.0073171,0.0073171,0.0073171
273,2836.9,0.92968,0.66657,1.02332,0.96582,0.93317,0.96517,0.82133,0.64655,0.44949,0.91882,0.0073072,0.0073072,0.0073072
274,2847.89,0.92003,0.66288,1.02032,0.96531,0.91509,0.97213,0.81616,0.65277,0.43825,0.90908,0.0072973,0.0072973,0.0072973
275,2856.94,0.9618,0.68697,1.03491,0.9731,0.90583,0.96709,0.82289,0.69312,0.44204,0.91965,0.0072874,0.0072874,0.0072874
276,2868.18,0.94807,0.67303,1.02992,0.98283,0.90986,0.9637,0.8217,0.66623,0.43516,0.91878,0.0072775,0.0072775,0.0072775
277,2878.99,0.9491,0.6775,1.02891,0.97049,0.90339,0.97324,0.8266,0.69094,0.43307,0.92937,0.0072676,0.0072676,0.0072676
278,2888.31,0.94512,0.6758,1.03014,0.95777,0.93546,0.97521,0.82467,0.69806,0.43194,0.92295,0.0072577,0.0072577,0.0072577
279,2899.64,0.92669,0.67118,1.0234,0.95408,0.87843,0.95188,0.81137,0.65626,0.42824,0.91609,0.0072478,0.0072478,0.0072478
280,2910.03,0.95247,0.67166,1.02876,0.94589,0.87399,0.96863,0.82618,0.68575,0.43165,0.91793,0.0072379,0.0072379,0.0072379
281,2919.91,0.95554,0.69765,1.0343,0.94383,0.94,0.97859,0.81455,0.65346,0.41653,0.91806,0.007228,0.007228,0.007228
282,2931.27,0.94128,0.68087,1.02502,0.9794,0.91467,0.97582,0.82417,0.6519,0.39814,0.91347,0.0072181,0.0072181,0.0072181
283,2940.99,0.96275,0.67758,1.02074,0.98841,0.90612,0.977,0.83079,0.67018,0.40132,0.92098,0.0072082,0.0072082,0.0072082
284,2951.56,0.94989,0.67991,1.03153,0.95962,0.92851,0.95487,0.8182,0.65646,0.39937,0.91633,0.0071983,0.0071983,0.0071983
285,2962.93,0.97302,0.68299,1.02954,0.98841,0.90822,0.95408,0.82453,0.66768,0.40186,0.91378,0.0071884,0.0071884,0.0071884
286,2972.03,0.9404,0.67329,1.02463,0.94617,0.93468,0.96164,0.83214,0.6484,0.40361,0.91847,0.0071785,0.0071785,0.0071785
287,2983.45,0.94707,0.66541,1.02837,0.96887,0.91189,0.96783,0.82753,0.65074,0.42078,0.91152,0.0071686,0.0071686,0.0071686
288,2994.74,0.94914,0.66953,1.02399,0.94341,0.93525,0.96799,0.81802,0.64945,0.43016,0.91109,0.0071587,0.0071587,0.0071587
289,3003.75,0.9193,0.66617,1.02142,0.99337,0.90052,0.94682,0.79952,0.65154,0.42856,0.91369,0.0071488,0.0071488,0.0071488
290,3015.07,0.93077,0.66292,1.01827,0.9754,0.92173,0.95893,0.81323,0.6309,0.42164,0.89851,0.0071389,0.0071389,0.0071389
291,3026.36,0.91804,0.67438,1.02259,0.96043,0.92673,0.96895,0.82967,0.63816,0.42372,0.89547,0.007129,0.007129,0.007129
292,3035.32,0.9339,0.67182,1.02614,0.97928,0.91405,0.97432,0.8182,0.63871,0.433,0.89428,0.0071191,0.0071191,0.0071191
293,3046.48,0.93301,0.65882,1.01978,0.96665,0.93374,0.97547,0.83949,0.61655,0.41337,0.89127,0.0071092,0.0071092,0.0071092
294,3057.46,0.94961,0.66149,1.02741,0.98806,0.90814,0.97452,0.83088,0.64991,0.41537,0.91715,0.0070993,0.0070993,0.0070993
295,3066.64,0.92161,0.65869,1.01835,0.97664,0.92713,0.97916,0.83113,0.65274,0.41053,0.90442,0.0070894,0.0070894,0.0070894
296,3077.76,0.93054,0.66543,1.01699,0.97794,0.94084,0.9793,0.84107,0.64204,0.40609,0.89868,0.0070795,0.0070795,0.0070795
297,3088.59,0.92199,0.6637,1.02224,0.97729,0.93781,0.97421,0.84286,0.61931,0.40736,0.89416,0.0070696,0.0070696,0.0070696
298,3097.67,0.91738,0.66002,1.02015,0.97003,0.93382,0.96857,0.8219,0.64697,0.42781,0.90081,0.0070597,0.0070597,0.0070597
299,3109.4,0.93898,0.66692,1.01928,0.98895,0.93253,0.97888,0.84666,0.61489,0.42257,0.90198,0.0070498,0.0070498,0.0070498
300,3119.6,0.92759,0.66673,1.0256,0.99952,0.94196,0.98079,0.84355,0.60512,0.40195,0.89384,0.0070399,0.0070399,0.0070399
301,3129.81,0.93299,0.66825,1.02419,0.99292,0.94326,0.97807,0.85339,0.60686,0.39359,0.89077,0.00703,0.00703,0.00703
302,3141.05,0.92623,0.65019,1.02007,0.96702,0.94381,0.97909,0.8339,0.61567,0.42586,0.89245,0.0070201,0.0070201,0.0070201
303,3150.57,0.9135,0.64959,1.01387,0.97236,0.95503,0.98346,0.83955,0.63007,0.39288,0.89786,0.0070102,0.0070102,0.0070102
304,3161.3,0.92293,0.66891,1.01544,0.97162,0.94268,0.98093,0.84,0.64033,0.39532,0.89272,0.0070003,0.0070003,0.0070003
305,3172.74,0.95513,0.66657,1.01716,0.96245,0.94678,0.9763,0.83376,0.66308,0.39185,0.90261,0.0069904,0.0069904,0.0069904
306,3181.73,0.91971,0.65106,1.01054,0.95986,0.94652,0.97746,0.82195,0.66222,0.39083,0.91022,0.0069805,0.0069805,0.0069805
307,3192.86,0.91838,0.6661,1.02827,0.97723,0.92591,0.97486,0.80876,0.66798,0.3962,0.91123,0.0069706,0.0069706,0.0069706
308,3204.63,0.93776,0.67197,1.02795,0.9953,0.91135,0.97277,0.81988,0.69583,0.42858,0.91835,0.0069607,0.0069607,0.0069607
309,3214.06,0.9319,0.65553,1.02465,0.98292,0.90712,0.97455,0.82634,0.6454,0.40605,0.90032,0.0069508,0.0069508,0.0069508
310,3226.17,0.95066,0.66038,1.01588,0.99235,0.93907,0.97788,0.83686,0.62597,0.3967,0.90613,0.0069409,0.0069409,0.0069409
311,3238.15,0.95008,0.65955,1.02106,0.98843,0.91673,0.97403,0.84495,0.61985,0.38334,0.90301,0.006931,0.006931,0.006931
312,3247.18,0.93012,0.65808,1.02344,0.97121,0.93401,0.97237,0.83516,0.64311,0.40164,0.91668,0.0069211,0.0069211,0.0069211
313,3258.32,0.92297,0.64594,1.01724,0.9723,0.93455,0.9707,0.82538,0.64297,0.39831,0.91509,0.0069112,0.0069112,0.0069112
314,3269.42,0.89542,0.65445,1.01451,0.97379,0.94943,0.97481,0.84255,0.61711,0.3771,0.90356,0.0069013,0.0069013,0.0069013
315,3278.69,0.92635,0.65585,1.01804,0.97326,0.92511,0.96893,0.83385,0.63125,0.38487,0.90226,0.0068914,0.0068914,0.0068914
316,3289.94,0.93639,0.65451,1.01786,0.97874,0.92538,0.97474,0.83684,0.62489,0.39262,0.89915,0.0068815,0.0068815,0.0068815
317,3300.15,0.93263,0.67566,1.03015,0.94942,0.93943,0.97448,0.8475,0.62079,0.38756,0.89987,0.0068716,0.0068716,0.0068716
318,3310.1,0.93573,0.6661,1.01873,0.97726,0.93809,0.95831,0.83075,0.61022,0.39285,0.9031,0.0068617,0.0068617,0.0068617
319,3321.26,0.91701,0.65936,1.0212,0.97454,0.94909,0.9723,0.82911,0.6143,0.38975,0.89291,0.0068518,0.0068518,0.0068518
320,3330.81,0.89691,0.6408,1.01702,0.97338,0.93548,0.97423,0.8319,0.60429,0.39709,0.89045,0.0068419,0.0068419,0.0068419
321,3341.37,0.93884,0.66145,1.02429,0.97438,0.93346,0.97386,0.82586,0.61633,0.39447,0.89576,0.006832,0.006832,0.006832
322,3352.44,0.91506,0.64221,1.01161,0.97227,0.9277,0.97549,0.83837,0.62908,0.38773,0.90143,0.0068221,0.0068221,0.0068221
323,3361.91,0.91235,0.63435,1.00875,0.96845,0.94412,0.97741,0.83276,0.61897,0.38771,0.90185,0.0068122,0.0068122,0.0068122
324,3372.17,0.94761,0.66849,1.02318,0.96747,0.9363,0.97734,0.83607,0.63654,0.38408,0.90052,0.0068023,0.0068023,0.0068023
325,3383.44,0.91708,0.65104,1.02378,0.96467,0.93779,0.97624,0.8572,0.63749,0.39068,0.89795,0.0067924,0.0067924,0.0067924
326,3392.85,0.91731,0.65693,1.0244,0.95805,0.94981,0.96701,0.84048,0.61928,0.39369,0.89327,0.0067825,0.0067825,0.0067825
327,3403.28,0.91826,0.65244,1.01993,0.95705,0.94575,0.96045,0.85921,0.61251,0.39458,0.89229,0.0067726,0.0067726,0.0067726
328,3414.85,0.93604,0.64026,1.01344,0.96141,0.93569,0.95901,0.85895,0.60861,0.38702,0.89358,0.0067627,0.0067627,0.0067627
329,3423.81,0.90977,0.65024,1.01746,0.97126,0.91975,0.976,0.85665,0.60655,0.38514,0.8915,0.0067528,0.0067528,0.0067528
330,3434.78,0.91224,0.63959,1.00618,0.98435,0.93322,0.97402,0.84304,0.58208,0.37686,0.8822,0.0067429,0.0067429,0.0067429
331,3445.96,0.91367,0.64636,1.01432,0.97005,0.94838,0.97423,0.85188,0.56714,0.37009,0.87861,0.006733,0.006733,0.006733
332,3455,0.91979,0.66098,1.01682,0.97259,0.94945,0.97133,0.85762,0.57869,0.36732,0.88081,0.0067231,0.0067231,0.0067231
333,3466.05,0.91542,0.6535,1.01436,0.96116,0.94822,0.97266,0.85453,0.6058,0.38329,0.88992,0.0067132,0.0067132,0.0067132
334,3477.39,0.90429,0.63667,1.00937,0.96085,0.94149,0.96912,0.85631,0.59123,0.38771,0.88417,0.0067033,0.0067033,0.0067033
335,3486.39,0.91649,0.63479,1.01272,0.95014,0.94577,0.97805,0.85411,0.57396,0.38624,0.87945,0.0066934,0.0066934,0.0066934
336,3497.74,0.91672,0.64082,1.01129,0.98783,0.92223,0.97791,0.86965,0.57126,0.37691,0.87934,0.0066835,0.0066835,0.0066835
337,3509.09,0.93149,0.64914,1.02047,0.95267,0.94872,0.97696,0.87221,0.55122,0.36899,0.87704,0.0066736,0.0066736,0.0066736
338,3518.08,0.92301,0.63632,1.00388,0.95043,0.94936,0.97592,0.88389,0.54177,0.37435,0.87423,0.0066637,0.0066637,0.0066637
339,3529.87,0.91161,0.63826,1.01118,0.99015,0.92146,0.97864,0.88756,0.53637,0.37259,0.8742,0.0066538,0.0066538,0.0066538
340,3540.83,0.93035,0.65168,1.01064,0.96028,0.92467,0.97455,0.87115,0.58096,0.38617,0.88355,0.0066439,0.0066439,0.0066439
341,3550.43,0.90372,0.64333,1.0121,0.96102,0.85884,0.96251,0.83994,0.61356,0.40108,0.88658,0.006634,0.006634,0.006634
342,3562.26,0.89225,0.65348,1.01788,0.97305,0.89217,0.98088,0.86932,0.61325,0.41004,0.88791,0.0066241,0.0066241,0.0066241
343,3572.14,0.90287,0.63743,1.00887,0.91649,0.97336,0.98433,0.86921,0.57652,0.39238,0.88297,0.0066142,0.0066142,0.0066142
344,3582.36,0.90216,0.63836,1.01415,0.92649,0.9653,0.97797,0.86805,0.57497,0.39235,0.88408,0.0066043,0.0066043,0.0066043
345,3593.59,0.91735,0.65142,1.01584,0.98079,0.93266,0.98439,0.85238,0.58814,0.38117,0.88599,0.0065944,0.0065944,0.0065944
346,3603.28,0.90291,0.64427,1.01317,0.95581,0.95223,0.98436,0.85452,0.57921,0.37116,0.87771,0.0065845,0.0065845,0.0065845
347,3613.92,0.89177,0.64009,1.01165,0.98982,0.9045,0.98255,0.84745,0.59638,0.37431,0.88107,0.0065746,0.0065746,0.0065746
348,3625.44,0.90918,0.6378,1.01307,0.97595,0.92827,0.98186,0.85165,0.58626,0.3742,0.87931,0.0065647,0.0065647,0.0065647
349,3635.06,0.91542,0.6373,1.01358,0.98421,0.94642,0.97779,0.85658,0.57809,0.37097,0.87896,0.0065548,0.0065548,0.0065548
350,3645.54,0.91858,0.64616,1.01862,0.98743,0.95064,0.96317,0.85086,0.58835,0.37179,0.88684,0.0065449,0.0065449,0.0065449
351,3657.29,0.89794,0.64591,1.00872,0.97198,0.94992,0.96276,0.85095,0.59093,0.37663,0.88301,0.006535,0.006535,0.006535
352,3666.28,0.88606,0.6369,1.00322,0.99113,0.93701,0.96358,0.85077,0.5834,0.36657,0.88042,0.0065251,0.0065251,0.0065251
353,3678.06,0.92472,0.63634,1.00671,0.98592,0.9505,0.96512,0.84937,0.56407,0.36447,0.88032,0.0065152,0.0065152,0.0065152
354,3689.23,0.90025,0.63386,1.01327,0.97555,0.93438,0.96234,0.83423,0.5664,0.36457,0.88142,0.0065053,0.0065053,0.0065053
355,3698.34,0.91991,0.6407,1.01744,0.98766,0.95169,0.96424,0.8418,0.56797,0.3559,0.88233,0.0064954,0.0064954,0.0064954
356,3709.99,0.92257,0.6481,1.01547,0.98898,0.95153,0.97106,0.84138,0.56881,0.3523,0.87968,0.0064855,0.0064855,0.0064855
357,3720.73,0.88535,0.63387,1.0134,0.99166,0.95803,0.98015,0.85312,0.56851,0.36706,0.88201,0.0064756,0.0064756,0.0064756
358,3730.28,0.89931,0.63346,1.00719,0.98909,0.95852,0.98634,0.86508,0.57194,0.3689,0.87658,0.0064657,0.0064657,0.0064657
359,3741.78,0.88437,0.62801,1.0066,0.97887,0.96666,0.98272,0.86461,0.57406,0.36448,0.87635,0.0064558,0.0064558,0.0064558
360,3751.8,0.90915,0.63891,1.01444,0.97189,0.95011,0.97604,0.85947,0.59092,0.36796,0.88457,0.0064459,0.0064459,0.0064459
361,3761.78,0.88323,0.62118,1.00786,0.98076,0.94951,0.97893,0.85902,0.59075,0.3772,0.88558,0.006436,0.006436,0.006436
362,3772.84,0.9002,0.63583,1.00965,0.97461,0.9489,0.97899,0.84738,0.5872,0.37689,0.88063,0.0064261,0.0064261,0.0064261
363,3783.21,0.92488,0.63975,1.01228,0.99025,0.96273,0.98122,0.88599,0.56327,0.36233,0.87326,0.0064162,0.0064162,0.0064162
364,3793.31,0.90968,0.64741,1.01029,0.97928,0.95536,0.98228,0.87901,0.56208,0.36458,0.87363,0.0064063,0.0064063,0.0064063
365,3804.4,0.89115,0.62188,1.00538,0.97828,0.9645,0.98361,0.8678,0.5556,0.36385,0.86986,0.0063964,0.0063964,0.0063964
366,3814.55,0.88302,0.62641,1.00319,0.97584,0.96386,0.98511,0.88288,0.55681,0.36605,0.86803,0.0063865,0.0063865,0.0063865
