epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
367,3824.67,0.89433,0.63222,1.0091,0.97391,0.94979,0.98478,0.86388,0.56047,0.37287,0.86695,0.0063766,0.0063766,0.0063766
368,3836.01,0.88215,0.6371,1.00818,0.95964,0.93874,0.97653,0.86619,0.57577,0.36747,0.87286,0.0063667,0.0063667,0.0063667
369,3846.01,0.90608,0.63511,1.00877,0.9865,0.95062,0.9864,0.88467,0.58363,0.35484,0.8749,0.0063568,0.0063568,0.0063568
370,3856.38,0.88439,0.62671,1.0088,0.96301,0.96561,0.98613,0.85966,0.57277,0.35572,0.87733,0.0063469,0.0063469,0.0063469
371,3868.26,0.89432,0.6283,1.00665,0.95107,0.96378,0.98529,0.86936,0.58402,0.35784,0.88036,0.006337,0.006337,0.006337
372,3877.71,0.90504,0.64094,1.00643,0.96088,0.94381,0.9833,0.85085,0.5982,0.36232,0.88735,0.0063271,0.0063271,0.0063271
373,3888.78,0.89489,0.61763,1.00392,0.95874,0.93423,0.98459,0.86214,0.59889,0.35368,0.88818,0.0063172,0.0063172,0.0063172
374,3900.49,0.87152,0.63158,1.0135,0.98196,0.9594,0.98411,0.84172,0.60809,0.36575,0.89031,0.0063073,0.0063073,0.0063073
375,3909.43,0.88311,0.627,1.00544,0.99532,0.96148,0.98389,0.83485,0.61459,0.35786,0.89424,0.0062974,0.0062974,0.0062974
376,3920.77,0.90066,0.62488,1.0113,0.98406,0.94956,0.97915,0.8395,0.62388,0.36934,0.89724,0.0062875,0.0062875,0.0062875
377,3931.97,0.89142,0.62225,1.00364,0.984,0.94921,0.98049,0.87172,0.60171,0.3569,0.88926,0.0062776,0.0062776,0.0062776
378,3941.22,0.90398,0.63126,1.01657,0.9713,0.94918,0.97869,0.87251,0.58791,0.35471,0.88317,0.0062677,0.0062677,0.0062677
379,3952.65,0.87271,0.62483,1.00352,0.96711,0.94978,0.97942,0.86116,0.56777,0.36427,0.88009,0.0062578,0.0062578,0.0062578
380,3963.25,0.896,0.62493,1.00555,0.96083,0.95265,0.97875,0.87302,0.55701,0.35767,0.87525,0.0062479,0.0062479,0.0062479
381,3972.98,0.88762,0.62368,1.00796,0.99017,0.92052,0.97929,0.87121,0.57334,0.3543,0.88049,0.006238,0.006238,0.006238
382,3984.48,0.88796,0.61407,0.99683,0.97459,0.95613,0.97972,0.86838,0.59162,0.36725,0.88332,0.0062281,0.0062281,0.0062281
383,3994.93,0.88614,0.61961,1.00671,0.97929,0.95233,0.97954,0.86865,0.58822,0.37224,0.88429,0.0062182,0.0062182,0.0062182
384,4004.71,0.88571,0.6156,1.00327,0.98549,0.94716,0.97595,0.86957,0.58895,0.35961,0.89004,0.0062083,0.0062083,0.0062083
385,4016.47,0.90459,0.64023,1.00885,0.97766,0.94054,0.97176,0.85349,0.57972,0.37698,0.88588,0.0061984,0.0061984,0.0061984
386,4026.1,0.88543,0.63305,1.00823,0.97518,0.9464,0.97366,0.86126,0.55161,0.37285,0.87602,0.0061885,0.0061885,0.0061885
387,4037.15,0.89533,0.6314,1.01092,0.98177,0.95339,0.97614,0.85403,0.56841,0.37381,0.87939,0.0061786,0.0061786,0.0061786
388,4048.6,0.89038,0.6257,1.00582,0.97962,0.95596,0.98252,0.86113,0.55971,0.36724,0.8755,0.0061687,0.0061687,0.0061687
389,4057.83,0.88119,0.62346,1.01221,0.98484,0.94967,0.97917,0.85535,0.56008,0.36307,0.87398,0.0061588,0.0061588,0.0061588
390,4069.45,0.91023,0.63504,1.01472,0.97983,0.95133,0.98029,0.85136,0.56726,0.35907,0.8747,0.0061489,0.0061489,0.0061489
391,4080.64,0.9027,0.63249,1.01228,0.97758,0.94788,0.98843,0.86141,0.56415,0.3555,0.87293,0.006139,0.006139,0.006139
392,4089.68,0.88618,0.61826,0.9998,0.98758,0.94079,0.98633,0.87033,0.57118,0.36727,0.87768,0.0061291,0.0061291,0.0061291
393,4101.52,0.89267,0.62369,1.00699,0.99262,0.9526,0.98489,0.87892,0.57639,0.36551,0.87712,0.0061192,0.0061192,0.0061192
394,4112.55,0.88522,0.61803,1.00079,0.97243,0.95298,0.98424,0.88278,0.56896,0.35857,0.87573,0.0061093,0.0061093,0.0061093
395,4121.97,0.86956,0.62292,1.00207,0.97304,0.94604,0.98297,0.87918,0.55122,0.35902,0.87307,0.0060994,0.0060994,0.0060994
396,4133.73,0.88728,0.62231,1.00417,0.99059,0.93035,0.98519,0.87656,0.54453,0.35724,0.87185,0.0060895,0.0060895,0.0060895
397,4143.73,0.87546,0.60918,0.99936,0.97404,0.94743,0.98424,0.87827,0.54556,0.3481,0.87115,0.0060796,0.0060796,0.0060796
398,4153.8,0.89514,0.62098,1.00581,0.96218,0.96218,0.98469,0.87388,0.55456,0.3498,0.87105,0.0060697,0.0060697,0.0060697
399,4165.09,0.89579,0.63316,1.00794,0.96622,0.96475,0.98557,0.86072,0.55923,0.34984,0.87405,0.0060598,0.0060598,0.0060598
400,4174.88,0.90587,0.63425,1.00873,0.96647,0.98309,0.98594,0.85548,0.55848,0.35221,0.87419,0.0060499,0.0060499,0.0060499
401,4185.13,0.88284,0.6243,1.00368,0.95708,0.97879,0.98629,0.86217,0.56235,0.3506,0.87575,0.00604,0.00604,0.00604
402,4196.3,0.88001,0.62506,1.00591,0.94866,0.97613,0.98526,0.87646,0.5577,0.35283,0.87214,0.0060301,0.0060301,0.0060301
403,4205.82,0.90071,0.62533,1.00409,0.96451,0.97749,0.98682,0.87782,0.55023,0.35903,0.86882,0.0060202,0.0060202,0.0060202
404,4216.62,0.88558,0.61429,1.00266,0.96003,0.97704,0.98644,0.87398,0.54987,0.35014,0.86757,0.0060103,0.0060103,0.0060103
405,4227.9,0.86971,0.62082,1.00028,0.96131,0.9782,0.98073,0.86144,0.54775,0.34886,0.86899,0.0060004,0.0060004,0.0060004
406,4237.14,0.87668,0.6157,0.99878,0.95744,0.98485,0.98474,0.87657,0.56668,0.35271,0.87379,0.0059905,0.0059905,0.0059905
407,4248.27,0.88418,0.61963,1.00581,0.95657,0.96752,0.98552,0.87377,0.56816,0.35369,0.8714,0.0059806,0.0059806,0.0059806
408,4259.33,0.88365,0.61644,1.00144,0.97474,0.95087,0.98692,0.88568,0.58576,0.347,0.87864,0.0059707,0.0059707,0.0059707
409,4268.61,0.87453,0.61182,0.99948,0.96963,0.95201,0.98749,0.87117,0.56827,0.3477,0.87355,0.0059608,0.0059608,0.0059608
410,4279.61,0.8984,0.62573,1.00889,0.96342,0.96675,0.98792,0.87412,0.58181,0.35039,0.87608,0.0059509,0.0059509,0.0059509
411,4290.73,0.85769,0.60903,0.99825,0.97641,0.96985,0.98646,0.86933,0.58043,0.35693,0.87889,0.005941,0.005941,0.005941
412,4299.97,0.88632,0.61538,1.00602,0.97608,0.96458,0.98549,0.88264,0.55078,0.35099,0.87316,0.0059311,0.0059311,0.0059311
413,4311.4,0.86108,0.60443,0.99937,0.97051,0.97567,0.98576,0.88464,0.54027,0.34938,0.86616,0.0059212,0.0059212,0.0059212
414,4322.97,0.8668,0.6045,1.0033,0.97593,0.96933,0.98646,0.87522,0.55369,0.34964,0.86835,0.0059113,0.0059113,0.0059113
415,4331.99,0.87242,0.60858,0.99969,0.96514,0.97349,0.98613,0.8717,0.5572,0.34949,0.8713,0.0059014,0.0059014,0.0059014
416,4343.49,0.87298,0.6081,0.99828,0.96678,0.96516,0.9813,0.86706,0.55922,0.35167,0.87188,0.0058915,0.0058915,0.0058915
417,4354.18,0.88856,0.62003,1.00425,0.98183,0.96544,0.98316,0.86952,0.55497,0.35154,0.87027,0.0058816,0.0058816,0.0058816
418,4363.65,0.87417,0.6187,1.00315,0.98011,0.9659,0.97956,0.86474,0.55275,0.35538,0.87115,0.0058717,0.0058717,0.0058717
419,4374.25,0.88874,0.60506,1.00158,0.96422,0.97135,0.9799,0.87534,0.5447,0.36197,0.86949,0.0058618,0.0058618,0.0058618
420,4384.57,0.86588,0.61131,0.99656,0.9643,0.97454,0.97909,0.86483,0.55963,0.37315,0.87271,0.0058519,0.0058519,0.0058519
421,4394.05,0.88584,0.61836,1.00981,0.96188,0.97423,0.98006,0.86117,0.57241,0.36668,0.87617,0.005842,0.005842,0.005842
422,4405.54,0.88791,0.62685,1.00962,0.96405,0.96531,0.98057,0.85927,0.56725,0.35622,0.87497,0.0058321,0.0058321,0.0058321
423,4415.14,0.87292,0.61262,1.0062,0.97234,0.94663,0.97988,0.85381,0.55989,0.34607,0.87306,0.0058222,0.0058222,0.0058222
424,4425.3,0.88145,0.60725,0.99601,0.98099,0.96204,0.98162,0.86278,0.5626,0.35136,0.87411,0.0058123,0.0058123,0.0058123
425,4436.34,0.85597,0.59379,0.99218,0.96944,0.97592,0.9821,0.86371,0.56002,0.34498,0.87246,0.0058024,0.0058024,0.0058024
426,4445.53,0.89116,0.61577,0.99686,0.96389,0.96643,0.9852,0.86654,0.57338,0.3491,0.8761,0.0057925,0.0057925,0.0057925
427,4456.28,0.88123,0.60966,1.00314,0.97423,0.9748,0.98823,0.86606,0.56133,0.34915,0.87299,0.0057826,0.0057826,0.0057826
428,4466.83,0.86223,0.61174,1.0017,0.97824,0.96936,0.98893,0.86828,0.56859,0.35422,0.87246,0.0057727,0.0057727,0.0057727
429,4475.68,0.8648,0.61001,0.99498,0.97026,0.96868,0.98668,0.87866,0.58045,0.36265,0.87351,0.0057628,0.0057628,0.0057628
430,4486.28,0.86374,0.60853,1.00239,0.96819,0.98009,0.98894,0.87719,0.58037,0.3721,0.87113,0.0057529,0.0057529,0.0057529
431,4497.36,0.87821,0.60788,0.99837,0.96763,0.96443,0.98954,0.87926,0.5751,0.37499,0.87292,0.005743,0.005743,0.005743
432,4506.2,0.87035,0.60935,0.99644,0.97767,0.94797,0.98812,0.87676,0.572,0.3695,0.87433,0.0057331,0.0057331,0.0057331
433,4517.25,0.86115,0.60956,0.99965,0.98133,0.95082,0.987,0.8833,0.5722,0.37116,0.87346,0.0057232,0.0057232,0.0057232
434,4528.41,0.88967,0.61577,0.9997,0.97571,0.94953,0.98564,0.8866,0.56697,0.36304,0.87164,0.0057133,0.0057133,0.0057133
435,4537.29,0.8597,0.59286,0.99591,0.94796,0.97608,0.98729,0.89052,0.56878,0.36361,0.87151,0.0057034,0.0057034,0.0057034
436,4548.46,0.87845,0.61237,1.00672,0.96338,0.96466,0.98046,0.88606,0.5736,0.36054,0.87345,0.0056935,0.0056935,0.0056935
437,4559.06,0.86356,0.60102,1.00213,0.95718,0.97051,0.98588,0.88385,0.56394,0.35933,0.87223,0.0056836,0.0056836,0.0056836
438,4568.16,0.87091,0.60044,1.0019,0.95537,0.97863,0.98541,0.88287,0.54452,0.35501,0.86607,0.0056737,0.0056737,0.0056737
439,4579.37,0.85888,0.60153,1.0009,0.957,0.98223,0.9853,0.8813,0.54526,0.35634,0.86764,0.0056638,0.0056638,0.0056638
440,4589.22,0.87151,0.60732,0.99795,0.98252,0.96918,0.98571,0.88516,0.54703,0.35293,0.86522,0.0056539,0.0056539,0.0056539
441,4598.91,0.89624,0.62555,1.00609,0.97512,0.97127,0.98551,0.87678,0.54467,0.35084,0.86821,0.005644,0.005644,0.005644
442,4609.73,0.85691,0.60854,0.99451,0.98005,0.97593,0.98558,0.87675,0.53949,0.34745,0.86671,0.0056341,0.0056341,0.0056341
443,4619.35,0.86968,0.60619,1.0027,0.97833,0.97384,0.98602,0.88623,0.54467,0.34657,0.86739,0.0056242,0.0056242,0.0056242
444,4629.33,0.89311,0.62702,1.00223,0.98938,0.9614,0.98758,0.88969,0.53674,0.35225,0.86589,0.0056143,0.0056143,0.0056143
445,4640.64,0.86798,0.60726,0.99768,0.96853,0.98485,0.98865,0.88168,0.54319,0.35546,0.86689,0.0056044,0.0056044,0.0056044
446,4649.56,0.88927,0.61267,1.00503,0.97609,0.98172,0.98906,0.88256,0.54655,0.36159,0.86681,0.0055945,0.0055945,0.0055945
447,4660.2,0.86248,0.59579,0.99041,0.95895,0.98485,0.9871,0.88122,0.53905,0.36398,0.86626,0.0055846,0.0055846,0.0055846
448,4670.91,0.8763,0.6107,0.99941,0.96614,0.98356,0.98682,0.88638,0.5289,0.35555,0.86362,0.0055747,0.0055747,0.0055747
449,4679.63,0.86622,0.60741,1.0003,0.96236,0.96603,0.98782,0.89178,0.52213,0.34974,0.86314,0.0055648,0.0055648,0.0055648
450,4690.38,0.87057,0.60194,0.99365,0.98632,0.94558,0.98746,0.89646,0.52066,0.34646,0.86511,0.0055549,0.0055549,0.0055549
451,4701.8,0.85339,0.59198,0.99018,0.97883,0.95083,0.98659,0.89854,0.5211,0.34843,0.86289,0.005545,0.005545,0.005545
452,4710.65,0.86438,0.59824,1.00041,0.97538,0.9462,0.98504,0.89658,0.51661,0.35117,0.85913,0.0055351,0.0055351,0.0055351
453,4721.5,0.85429,0.59184,0.99424,0.97383,0.94838,0.98604,0.89685,0.51181,0.34801,0.85895,0.0055252,0.0055252,0.0055252
454,4732.36,0.85907,0.59045,0.99358,0.93981,0.97919,0.98769,0.89926,0.50622,0.34105,0.85721,0.0055153,0.0055153,0.0055153
455,4741.18,0.84309,0.59367,0.99529,0.9694,0.95348,0.98674,0.89278,0.50554,0.33792,0.85603,0.0055054,0.0055054,0.0055054
456,4752.26,0.88162,0.61069,1.00182,0.95072,0.97538,0.98625,0.90118,0.50768,0.33553,0.85774,0.0054955,0.0054955,0.0054955
457,4763.15,0.8652,0.60861,1.00489,0.96602,0.96844,0.98657,0.90026,0.51743,0.32984,0.86108,0.0054856,0.0054856,0.0054856
458,4772.35,0.86079,0.59965,0.99606,0.97858,0.97651,0.98682,0.89923,0.516,0.3332,0.85989,0.0054757,0.0054757,0.0054757
459,4783.42,0.84061,0.59217,0.98693,0.9781,0.96252,0.9869,0.89284,0.52645,0.33398,0.86603,0.0054658,0.0054658,0.0054658
460,4793.84,0.87205,0.59757,0.99795,0.97794,0.95888,0.98789,0.88181,0.52367,0.33204,0.8629,0.0054559,0.0054559,0.0054559
461,4803.68,0.87173,0.6008,0.99547,0.9813,0.95793,0.98843,0.88233,0.53066,0.33185,0.86415,0.005446,0.005446,0.005446
462,4815.04,0.85663,0.59899,0.99433,0.99389,0.95466,0.98674,0.8765,0.5369,0.33413,0.86445,0.0054361,0.0054361,0.0054361
463,4824.78,0.85322,0.59484,0.99248,0.98338,0.96194,0.98863,0.8887,0.53378,0.32789,0.86706,0.0054262,0.0054262,0.0054262
464,4835.37,0.87212,0.6086,0.99611,0.96868,0.95764,0.9881,0.87986,0.54507,0.33965,0.8698,0.0054163,0.0054163,0.0054163
465,4846.45,0.88337,0.60914,0.99801,0.98131,0.97394,0.98928,0.8931,0.53727,0.33872,0.8664,0.0054064,0.0054064,0.0054064
466,4856.17,0.85574,0.60448,0.99443,0.98149,0.98006,0.98976,0.89374,0.5232,0.33683,0.86334,0.0053965,0.0053965,0.0053965
467,4866.85,0.83804,0.57966,0.98662,0.98226,0.97502,0.98976,0.89732,0.5169,0.3332,0.86153,0.0053866,0.0053866,0.0053866
468,4878.01,0.86741,0.60233,0.99303,0.9818,0.98468,0.9903,0.88934,0.50913,0.33011,0.85842,0.0053767,0.0053767,0.0053767
469,4887.22,0.86822,0.60661,0.99538,0.99406,0.97108,0.99029,0.8903,0.51581,0.33221,0.86163,0.0053668,0.0053668,0.0053668
470,4898.64,0.85165,0.58651,0.98914,0.99077,0.97115,0.99005,0.89941,0.51749,0.33102,0.86422,0.0053569,0.0053569,0.0053569
471,4909.49,0.86826,0.59867,0.99765,0.9883,0.96833,0.989,0.89927,0.51397,0.32912,0.86341,0.005347,0.005347,0.005347
472,4918.57,0.84841,0.58071,0.99351,0.98432,0.96826,0.98791,0.89562,0.51965,0.33561,0.86553,0.0053371,0.0053371,0.0053371
473,4929.89,0.85809,0.59955,0.99583,0.97966,0.97184,0.98753,0.88878,0.52645,0.33419,0.86802,0.0053272,0.0053272,0.0053272
474,4941.31,0.8593,0.59353,0.99266,0.96645,0.97458,0.98751,0.89113,0.52816,0.33378,0.86973,0.0053173,0.0053173,0.0053173
475,4950.26,0.86645,0.59711,0.98848,0.96345,0.97551,0.9878,0.89086,0.52864,0.3308,0.86888,0.0053074,0.0053074,0.0053074
476,4961.27,0.86976,0.595,0.99737,0.97433,0.97505,0.98833,0.89077,0.52804,0.33177,0.86702,0.0052975,0.0052975,0.0052975
477,4972.23,0.84582,0.58256,0.99276,0.97116,0.96482,0.98689,0.88752,0.53029,0.33622,0.86648,0.0052876,0.0052876,0.0052876
478,4981.19,0.82645,0.5751,0.99405,0.96248,0.97486,0.98751,0.89373,0.52121,0.33452,0.8657,0.0052777,0.0052777,0.0052777
479,4992.3,0.8594,0.59438,0.99301,0.95622,0.97743,0.98193,0.89272,0.51324,0.33193,0.86689,0.0052678,0.0052678,0.0052678
480,5003.49,0.84823,0.59358,0.9908,0.978,0.96364,0.98249,0.89811,0.51568,0.33572,0.8658,0.0052579,0.0052579,0.0052579
481,5012.42,0.8648,0.59136,0.99702,0.9583,0.97,0.98812,0.89931,0.5103,0.33512,0.86414,0.005248,0.005248,0.005248
482,5023.92,0.85742,0.59092,0.99339,0.95671,0.97243,0.98812,0.90033,0.50521,0.34024,0.8651,0.0052381,0.0052381,0.0052381
483,5034.8,0.88357,0.59659,0.9901,0.9733,0.96462,0.98736,0.8998,0.506,0.34026,0.86363,0.0052282,0.0052282,0.0052282
484,5043.74,0.84523,0.58167,0.98849,0.97505,0.9718,0.98812,0.89706,0.49479,0.33972,0.85848,0.0052183,0.0052183,0.0052183
485,5055.34,0.84991,0.59247,0.99299,0.97918,0.9716,0.98796,0.88695,0.49585,0.33847,0.85765,0.0052084,0.0052084,0.0052084
486,5066.25,0.84634,0.58649,0.99317,0.98447,0.9671,0.98667,0.88194,0.48982,0.3381,0.85686,0.0051985,0.0051985,0.0051985
487,5075.32,0.86778,0.59556,0.99227,0.9851,0.96705,0.98667,0.88305,0.4834,0.33699,0.85495,0.0051886,0.0051886,0.0051886
488,5086.56,0.82497,0.58447,0.99543,0.98358,0.96637,0.98533,0.88624,0.48543,0.33599,0.85649,0.0051787,0.0051787,0.0051787
489,5097.72,0.83605,0.58768,0.99053,0.98163,0.96403,0.98571,0.88213,0.49943,0.32732,0.86011,0.0051688,0.0051688,0.0051688
490,5106.79,0.8403,0.58059,0.98357,0.97495,0.95091,0.98458,0.88064,0.49621,0.33007,0.85985,0.0051589,0.0051589,0.0051589
491,5117.74,0.86269,0.58931,0.99274,0.99172,0.9516,0.98482,0.88439,0.50002,0.32713,0.85985,0.005149,0.005149,0.005149
492,5128.85,0.85183,0.58707,0.99894,0.99138,0.95275,0.98461,0.88785,0.50657,0.32689,0.86021,0.0051391,0.0051391,0.0051391
493,5137.85,0.82003,0.57101,0.98484,0.97341,0.95425,0.98499,0.88888,0.50749,0.32586,0.85807,0.0051292,0.0051292,0.0051292
494,5149.27,0.85343,0.59072,0.99221,0.97669,0.95343,0.9871,0.89329,0.49811,0.32389,0.8569,0.0051193,0.0051193,0.0051193
495,5160.15,0.83654,0.56992,0.9879,0.97552,0.95225,0.98644,0.89355,0.49068,0.32342,0.85579,0.0051094,0.0051094,0.0051094
496,5169.5,0.83671,0.58628,0.99299,0.98234,0.96745,0.98724,0.89826,0.48857,0.33166,0.85394,0.0050995,0.0050995,0.0050995
497,5180.75,0.85476,0.59056,0.99241,0.97975,0.96913,0.98724,0.89521,0.48296,0.33126,0.85379,0.0050896,0.0050896,0.0050896
498,5191.42,0.856,0.5925,0.99431,0.98327,0.97008,0.98737,0.89503,0.48225,0.3262,0.85454,0.0050797,0.0050797,0.0050797
499,5200.76,0.84149,0.58408,0.99226,0.98375,0.96663,0.98117,0.8918,0.48142,0.32793,0.85492,0.0050698,0.0050698,0.0050698
500,5212.09,0.86222,0.59313,0.9922,0.96266,0.96462,0.98058,0.89768,0.46928,0.3234,0.8506,0.0050599,0.0050599,0.0050599
501,5222.27,0.84711,0.59021,0.99295,0.95957,0.9723,0.98061,0.89922,0.46995,0.31411,0.85097,0.00505,0.00505,0.00505
502,5232.16,0.84534,0.59006,0.99336,0.9847,0.96395,0.98124,0.89595,0.46842,0.31678,0.85104,0.0050401,0.0050401,0.0050401
503,5243.49,0.84411,0.58278,0.98634,0.97431,0.96643,0.98126,0.89729,0.47245,0.31631,0.85101,0.0050302,0.0050302,0.0050302
504,5253.24,0.85459,0.58283,0.98775,0.98315,0.97337,0.982,0.89702,0.4736,0.31686,0.85007,0.0050203,0.0050203,0.0050203
505,5263.71,0.8305,0.57788,0.98948,0.98325,0.97467,0.98203,0.90203,0.46617,0.31627,0.84778,0.0050104,0.0050104,0.0050104
506,5274.89,0.83138,0.58022,0.99072,0.98381,0.96336,0.98125,0.90457,0.45587,0.31975,0.84543,0.0050005,0.0050005,0.0050005
507,5284.25,0.82673,0.58549,0.99006,0.98375,0.96228,0.98128,0.90331,0.44891,0.31864,0.84572,0.0049906,0.0049906,0.0049906
508,5295.47,0.83678,0.57401,0.98078,0.98297,0.9618,0.98058,0.90316,0.45159,0.31973,0.84776,0.0049807,0.0049807,0.0049807
509,5306.6,0.84771,0.58362,0.98652,0.98267,0.95575,0.98469,0.89831,0.45479,0.32416,0.84835,0.0049708,0.0049708,0.0049708
510,5315.55,0.82809,0.5792,0.99348,0.95165,0.96304,0.98506,0.89569,0.46072,0.32559,0.84859,0.0049609,0.0049609,0.0049609
511,5326.86,0.84267,0.58147,0.98972,0.9841,0.95611,0.98569,0.90198,0.45978,0.33101,0.84916,0.004951,0.004951,0.004951
512,5337.93,0.84393,0.58874,0.99442,0.98278,0.96511,0.98597,0.9036,0.45604,0.33319,0.84792,0.0049411,0.0049411,0.0049411
513,5346.89,0.84179,0.57842,0.98932,0.97559,0.96564,0.9862,0.90569,0.46284,0.3387,0.84875,0.0049312,0.0049312,0.0049312
514,5358.41,0.85045,0.56999,0.98747,0.97551,0.96561,0.98567,0.90559,0.46679,0.33663,0.85059,0.0049213,0.0049213,0.0049213
515,5369.83,0.84065,0.5791,0.98515,0.97381,0.96556,0.98702,0.90472,0.4733,0.3382,0.852,0.0049114,0.0049114,0.0049114
516,5378.92,0.84107,0.57597,0.98209,0.97403,0.96282,0.98649,0.90214,0.48392,0.34231,0.85339,0.0049015,0.0049015,0.0049015
517,5390.34,0.82817,0.57445,0.98162,0.97631,0.96363,0.98674,0.89718,0.48477,0.33797,0.85378,0.0048916,0.0048916,0.0048916
518,5401.27,0.83847,0.57209,0.98389,0.98176,0.96348,0.9872,0.8968,0.48913,0.33912,0.85536,0.0048817,0.0048817,0.0048817
519,5410.25,0.83572,0.57326,0.98616,0.97414,0.96378,0.98736,0.89683,0.48707,0.33432,0.85516,0.0048718,0.0048718,0.0048718
520,5421.39,0.829,0.58573,0.98858,0.98308,0.96396,0.98704,0.89593,0.48358,0.32704,0.85399,0.0048619,0.0048619,0.0048619
521,5432.34,0.85039,0.57821,0.98887,0.98134,0.96537,0.98675,0.89281,0.47813,0.32589,0.85202,0.004852,0.004852,0.004852
522,5441.53,0.82934,0.57275,0.98413,0.98201,0.96518,0.98675,0.89395,0.46866,0.32666,0.85222,0.0048421,0.0048421,0.0048421
523,5452.27,0.82557,0.57296,0.98812,0.98264,0.96507,0.98689,0.89738,0.46557,0.32701,0.85225,0.0048322,0.0048322,0.0048322
524,5463.17,0.87282,0.58788,0.98986,0.96796,0.9697,0.98675,0.89759,0.4623,0.32542,0.85262,0.0048223,0.0048223,0.0048223
525,5472.24,0.83016,0.58139,0.99028,0.96704,0.97436,0.98662,0.89815,0.46294,0.32799,0.85261,0.0048124,0.0048124,0.0048124
526,5484.09,0.8331,0.58026,0.98838,0.96691,0.97401,0.98636,0.9011,0.46025,0.32578,0.85069,0.0048025,0.0048025,0.0048025
527,5494.91,0.83495,0.5786,0.98309,0.9652,0.98174,0.98636,0.90078,0.45455,0.32502,0.85008,0.0047926,0.0047926,0.0047926
528,5504.01,0.81004,0.57144,0.983,0.9636,0.98043,0.98704,0.90717,0.45391,0.31952,0.85149,0.0047827,0.0047827,0.0047827
529,5515.73,0.83732,0.58069,0.98721,0.9617,0.97926,0.98736,0.90536,0.45651,0.31818,0.85289,0.0047728,0.0047728,0.0047728
530,5526.5,0.85381,0.57798,0.98779,0.9602,0.97998,0.98852,0.90342,0.45853,0.31621,0.85255,0.0047629,0.0047629,0.0047629
531,5535.87,0.81958,0.56163,0.98031,0.961,0.97997,0.98581,0.90166,0.46316,0.3177,0.85263,0.004753,0.004753,0.004753
532,5547.11,0.84196,0.56702,0.98878,0.95944,0.97811,0.98602,0.90237,0.46489,0.32004,0.85203,0.0047431,0.0047431,0.0047431
533,5557.97,0.84524,0.57959,0.98235,0.98993,0.97424,0.99083,0.90675,0.45918,0.32246,0.85085,0.0047332,0.0047332,0.0047332
534,5567.57,0.82763,0.56782,0.98243,0.99293,0.96976,0.99113,0.9038,0.46005,0.32154,0.85163,0.0047233,0.0047233,0.0047233
535,5578.34,0.81952,0.56211,0.98906,0.99345,0.97346,0.99178,0.90603,0.46412,0.32192,0.8529,0.0047134,0.0047134,0.0047134
536,5589.25,0.8414,0.57215,0.98953,0.99272,0.97865,0.99178,0.90238,0.46903,0.32475,0.85343,0.0047035,0.0047035,0.0047035
537,5598.72,0.82716,0.5651,0.98316,0.99194,0.97867,0.99178,0.89438,0.46904,0.32617,0.85372,0.0046936,0.0046936,0.0046936
538,5610.42,0.83453,0.57112,0.97971,0.99215,0.97901,0.99214,0.89366,0.46704,0.32409,0.85349,0.0046837,0.0046837,0.0046837
539,5620.47,0.80859,0.56414,0.98034,0.99278,0.9793,0.99178,0.89215,0.46628,0.32322,0.85194,0.0046738,0.0046738,0.0046738
540,5630.28,0.83661,0.57039,0.9837,0.97188,0.97964,0.99139,0.89336,0.46319,0.32118,0.85134,0.0046639,0.0046639,0.0046639
541,5641.85,0.83355,0.57267,0.98672,0.99027,0.97441,0.99214,0.89418,0.4627,0.32209,0.85016,0.004654,0.004654,0.004654
542,5651.62,0.84044,0.57321,0.98174,0.98345,0.97689,0.99214,0.89609,0.46337,0.32185,0.84935,0.0046441,0.0046441,0.0046441
543,5662.42,0.8313,0.57383,0.97936,0.98353,0.97951,0.99214,0.89916,0.46147,0.31644,0.84978,0.0046342,0.0046342,0.0046342
544,5674.23,0.83905,0.57763,0.98761,0.98387,0.97923,0.99178,0.89912,0.46313,0.31867,0.84968,0.0046243,0.0046243,0.0046243
545,5683.44,0.82755,0.56361,0.98032,0.98225,0.97785,0.99214,0.89869,0.46781,0.31767,0.85108,0.0046144,0.0046144,0.0046144
546,5694.1,0.84035,0.57274,0.98139,0.98499,0.97886,0.99214,0.89819,0.47028,0.31664,0.85109,0.0046045,0.0046045,0.0046045
547,5705.02,0.83824,0.57796,0.98599,0.9793,0.97555,0.99214,0.89966,0.46837,0.31646,0.85073,0.0045946,0.0045946,0.0045946
548,5714.69,0.82007,0.56446,0.98631,0.9789,0.97649,0.99214,0.89939,0.46367,0.31487,0.84905,0.0045847,0.0045847,0.0045847
549,5725.28,0.85951,0.5745,0.98471,0.96073,0.96028,0.99,0.89811,0.47021,0.31818,0.85006,0.0045748,0.0045748,0.0045748
550,5736.33,0.82916,0.56341,0.98775,0.97469,0.9755,0.99144,0.89474,0.47645,0.32161,0.85079,0.0045649,0.0045649,0.0045649
551,5745.73,0.84885,0.56946,0.9861,0.96593,0.97976,0.99253,0.89175,0.47991,0.32486,0.85187,0.004555,0.004555,0.004555
552,5756.75,0.81664,0.57448,0.98283,0.96489,0.97905,0.99253,0.89202,0.47813,0.3302,0.85181,0.0045451,0.0045451,0.0045451
